Unnamed: 0,high_priced,derived_loan_product_type,loan_purpose,reverse_mortgage,loan_amount,loan_to_value_ratio,discount_points,lender_credits,loan_term,prepayment_penalty_term,intro_rate_period,negative_amortization,interest_only_payment,balloon_payment,property_value,income,debt_to_income_ratio,applicant_credit_score_type,co_applicant_credit_score_type,cv_fold
1062553,0,Conventional:Subordinate Lien,1,2,135000,89.88,,,60.0,,1.0,2,1,1,315000.0,181.0,30%-<36%,8,8,0
2783742,0,Conventional:Subordinate Lien,1,2,125000,80.0,,,120.0,,6.0,2,1,1,725000.0,167.0,44,8,10,0
296921,0,Conventional:First Lien,1,2,235000,95.0,,,360.0,,,2,2,2,245000.0,58.0,42,3,10,1
2863581,0,Conventional:Subordinate Lien,1,2,115000,89.88,,,360.0,36.0,1.0,2,2,2,1205000.0,234.0,36,3,9,2
4534974,0,Conventional:Subordinate Lien,1,2,65000,84.95,,,360.0,36.0,1.0,2,2,2,1215000.0,231.0,44,3,10,4
3557208,0,Conventional:Subordinate Lien,1,2,45000,66.47,,,361.0,36.0,,2,2,2,215000.0,64.0,43,1,10,0
4064016,0,Conventional:Subordinate Lien,1,2,205000,69.45,,,360.0,,1.0,2,1,2,715000.0,158.0,47,8,9,2
4887089,1,Conventional:Subordinate Lien,1,2,75000,95.0,,,360.0,,1.0,2,1,2,515000.0,193.0,20%-<30%,7,9,3
5236607,0,Conventional:Subordinate Lien,1,2,1375000,70.0,,,36.0,,1.0,2,1,1,13755000.0,4404.0,40,2,9,0
119096,0,Conventional:Subordinate Lien,1,2,75000,89.99,,,360.0,,1.0,2,2,2,585000.0,226.0,30%-<36%,9,1,3
1339851,0,Conventional:Subordinate Lien,1,2,135000,80.0,,,360.0,,3.0,2,1,2,545000.0,510.0,<20%,1,9,2
1340530,0,Conventional:Subordinate Lien,1,2,115000,95.0,,,360.0,,3.0,2,1,2,745000.0,280.0,20%-<30%,1,9,1
3599958,0,Conventional:First Lien,1,2,85000,38.64,,,360.0,24.0,6.0,2,1,2,225000.0,40.0,20%-<30%,6,9,3
4501838,1,Conventional:Subordinate Lien,1,2,25000,7.14,,,360.0,,1.0,2,2,2,355000.0,35.0,46,1,10,0
4742364,0,Conventional:Subordinate Lien,1,2,325000,80.0,,,420.0,,1.0,2,1,2,575000.0,548.0,20%-<30%,8,10,3
1104891,0,Conventional:First Lien,1,2,35000,80.0,,,360.0,,1.0,2,1,2,45000.0,60.0,39,8,8,3
1139433,0,Conventional:Subordinate Lien,1,2,225000,87.43700000000001,,,120.0,,12.0,2,1,1,475000.0,145.0,37,1,10,0
